,sex,age,marital,is_parent,education_level,emplnw,disabled,party,ideology,race,income,hh1,number_in_hh,reg_voter,email_use,mobile_phone,home_int,broadband,smartphone,library_onsite,library_website,visit_freq,educ2_ordinal,inc_ordinal,libusea_ordinal,has_visited
120,Male,29,Married,Yes,HS Grad,Full Time,No,Republican,Consrv,Hispanic,$40K-$50K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,5,1,Yes
121,Female,45,Separated,No,HS Grad,Unemployed,Yes,Democrat,Consrv,Hispanic,<$10K,2,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Weekly,3,1,2,Yes
122,Male,61,Married,No,HS Grad,Part Time,No,Independent,Consrv,Hispanic,$10K-$20K,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Unknown,Never,Never,Unknown,3,2,0,No
123,Female,65,Widowed,No,No HS,Part Time,No,Democrat,Moderate,Hispanic,<$10K,4,Suburb,Probably,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,1,1,0,No
124,Male,35,Cohabitating,Yes,Assoc Degree,Unemployed,No,Democrat,Liberal,Hispanic,$20K-$30K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,3,1,Yes
125,Female,34,Separated,Yes,HS Grad,Unemployed,No,Independent,Liberal,Hispanic,$10K-$20K,1,Suburb,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,2,2,Yes
126,Female,57,Divorced,No,No HS,Disabled,Yes,Democrat,Consrv,Hispanic,$10K-$20K,5,Large City,Definitely,No,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,1,2,1,Yes
127,Female,45,Married,No,Some HS,Unemployed,No,Independent,Liberal,Hispanic,$10K-$20K,4,Large City,Probably,Yes,Yes,No,Unknown,Unknown,Never,Never,Unknown,2,2,0,No
128,Female,16,Never Married,No,Some HS,Unemployed,No,Independent,Liberal,Hispanic,$10K-$20K,3,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,2,2,1,Yes
129,Female,55,Widowed,No,No HS,Full Time,No,Democrat,Consrv,Hispanic,$40K-$50K,2,Large City,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,1,5,0,No
130,Male,37,Cohabitating,Yes,Some HS,Full Time,No,Independent,Liberal,Hispanic,$20K-$30K,6,Suburb,Probably,No,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
131,Female,32,Married,Yes,HS Grad,Unemployed,Yes,Democrat,Moderate,Hispanic,$20K-$30K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,3,3,1,Yes
132,Female,75,Widowed,No,HS Grad,Unemployed,Yes,Democrat,Liberal,Hispanic,Unknown,3,Suburb,Definitely,Refused,No,Unknown,Unknown,Unknown,Never,Never,Unknown,3,0,0,No
133,Female,39,Never Married,Yes,Assoc Degree,Full Time,No,Independent,Moderate,Hispanic,$20K-$30K,1,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,5,3,2,Yes
134,Male,49,Married,Yes,HS Grad,Full Time,No,Republican,Very Consrv,Hispanic,$50K-$75K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,6,2,Yes
135,Female,42,Married,Yes,Some Grad School,Full Time,No,Independent,Consrv,Hispanic,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,7,6,2,Yes
136,Male,16,Never Married,No,Some HS,Unemployed,No,Independent,Moderate,Hispanic,$20K-$30K,3,Small City or Town,Probably,Yes,Yes,No,Unknown,No,Never,Never,Unknown,2,3,0,No
137,Male,21,Married,Yes,HS Grad,Full Time,No,Republican,Consrv,Hispanic,$40K-$50K,2,Suburb,Probably,Yes,Yes,Yes,None,Yes,"Yes, > 12 Mo.",Never,Unknown,3,5,1,Yes
138,Female,32,Married,Yes,Some HS,Full Time,No,Independent,Liberal,Hispanic,$20K-$30K,2,Small City or Town,Probably,No,Yes,No,Unknown,Yes,Never,Never,Unknown,2,3,0,No
139,Male,18,Never Married,No,Some HS,Unemployed,No,Independent,Moderate,Hispanic,$150K+,3,Rural,Probably,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,2,9,1,Yes
140,Male,49,Divorced,No,HS Grad,Full Time,No,Independent,Moderate,Hispanic,$50K-$75K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
141,Female,43,Married,Yes,HS Grad,Full Time,No,No Preference,Consrv,Hispanic,$75K-$100K,2,Rural,Probably,Yes,Yes,Yes,Dial-Up,Yes,Never,Never,Unknown,3,7,0,No
142,Female,64,Married,No,No HS,Unemployed,No,Democrat,Consrv,Hispanic,$10K-$20K,2,Large City,Probably,Yes,Yes,No,Unknown,Unknown,Never,Never,Unknown,1,2,0,No
143,Male,20,Never Married,No,Some HS,Retired,No,No Preference,Moderate,Hispanic,Unknown,1,Small City or Town,Probably,No,Yes,No,Unknown,Yes,Never,Never,Unknown,2,0,0,No
144,Female,46,Married,No,Some HS,Unemployed,No,Democrat,Moderate,Hispanic,$150K+,4,Small City or Town,Probably,No,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,9,1,Yes
145,Male,24,Married,Yes,HS Grad,Full Time,No,Other,Unknown,Hispanic,$30K-$40K,3,Suburb,Probably,Yes,No,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
146,Female,35,Married,Yes,Some HS,Unemployed,No,No Preference,Unknown,Hispanic,$30K-$40K,2,Large City,Probably,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,2,4,2,Yes
147,Male,38,Separated,No,Bach Degree,Full Time,No,Independent,Very Consrv,Hispanic,$30K-$40K,1,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,4,1,Yes
148,Male,19,Never Married,No,HS Grad,Full Time,No,Democrat,Consrv,Hispanic,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Monthly,3,3,2,Yes
149,Female,52,Married,No,Some HS,Unemployed,No,Democrat,Very Liberal,Hispanic,<$10K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,1,1,Yes
150,Female,21,Cohabitating,No,Some College,Full Time,No,Democrat,Liberal,Hispanic,$10K-$20K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,2,2,Yes
151,Female,71,Married,No,No HS,Disabled,Yes,Democrat,Consrv,Hispanic,Unknown,2,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,1,0,0,No
152,Female,37,Married,Yes,Bach Degree,Retired,No,No Preference,Liberal,Pac Islander,Unknown,2,Rural,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.",Never,Less Often,6,0,2,Yes
153,Female,63,Divorced,No,Bach Degree,Retired,No,No Preference,Consrv,Pac Islander,Refused,2,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Unknown,6,0,2,Yes
154,Female,50,Divorced,No,Some College,Full Time,No,Republican,Consrv,Hispanic,$30K-$40K,1,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,4,1,Yes
155,Female,41,Married,Yes,Some College,Part Time,No,Republican,Consrv,Hispanic,$50K-$75K,5,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,4,6,2,Yes
156,Female,57,Separated,No,Some HS,Unemployed,Yes,Independent,Moderate,Pac Islander,<$10K,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,2,1,2,Yes
157,Female,47,Married,No,No HS,Unemployed,No,Independent,Consrv,Pac Islander,$10K-$20K,4,Rural,Probably,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,1,2,1,Yes
158,Male,53,Divorced,No,HS Grad,Unemployed,Yes,Unknown,Unknown,Hispanic,Refused,2,Large City,Definitely,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.",Never,Monthly,3,0,2,Yes
159,Female,23,Never Married,No,Assoc Degree,Part Time,No,Independent,Liberal,Hispanic,$20K-$30K,4,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,5,3,2,Yes
160,Female,34,Cohabitating,Yes,HS Grad,Full Time,No,Independent,Moderate,Hispanic,<$10K,2,Small City or Town,Definitely,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,1,2,Yes
161,Male,26,Married,No,Some HS,Full Time,No,No Preference,Consrv,Hispanic,$10K-$20K,3,Large City,Probably,Yes,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,2,2,1,Yes
162,Male,31,Never Married,No,Assoc Degree,Full Time,No,Democrat,Moderate,Pac Islander,$75K-$100K,1,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,5,7,2,Yes
163,Male,65,Cohabitating,Yes,No HS,Full Time,No,Democrat,Unknown,Hispanic,$10K-$20K,2,Large City,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,1,2,0,No
164,Female,27,Cohabitating,Yes,Grad School,Full Time,No,Democrat,Liberal,Hispanic,$50K-$75K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,8,6,1,Yes
165,Female,57,Married,No,Some HS,Unemployed,Yes,Independent,Very Liberal,Hispanic,$20K-$30K,2,Unknown,Definitely,No,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
166,Female,58,Never Married,No,HS Grad,Retired,Yes,Democrat,Very Liberal,Hispanic,$10K-$20K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,Never,Never,Unknown,3,2,0,No
167,Female,55,Never Married,No,Some College,Full Time,No,Democrat,Liberal,Hispanic,$40K-$50K,5,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,5,2,Yes
168,Female,26,Never Married,Yes,HS Grad,Full Time,No,Independent,Moderate,Hispanic,$40K-$50K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,5,0,No
169,Male,17,Never Married,No,Some HS,Part Time,No,Republican,Very Liberal,Hispanic,$50K-$75K,3,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,2,6,2,Yes
170,Female,55,Separated,No,No HS,Disabled,Yes,Independent,Unknown,Hispanic,$100K-$150K,1,Rural,Probably,Yes,Yes,Yes,Unknown,Unknown,"Yes, < 12 Mo.",Never,Weekly,1,8,2,Yes
171,Female,54,Married,Yes,Grad School,Full Time,No,Democrat,Moderate,Hispanic,$100K-$150K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,8,8,2,Yes
172,Male,35,Married,Yes,Some HS,Full Time,No,Democrat,Liberal,Hispanic,$10K-$20K,2,Small City or Town,Probably,Yes,Yes,Yes,Refused,No,"Yes, < 12 Mo.",Never,Monthly,2,2,2,Yes
173,Female,49,Never Married,Yes,HS Grad,Unemployed,No,Democrat,Moderate,Hispanic,$30K-$40K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,4,2,Yes
174,Female,23,Never Married,No,Some HS,Full Time,No,Democrat,Consrv,Hispanic,$10K-$20K,1,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,2,2,0,No
175,Female,53,Never Married,No,Some HS,Full Time,No,Democrat,Moderate,Pac Islander,$10K-$20K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,2,2,2,Yes
176,Female,35,Married,Yes,HS Grad,Unemployed,No,Independent,Consrv,Hispanic,Refused,2,Small City or Town,Probably,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,3,0,0,No
177,Female,17,Never Married,No,Some HS,Unemployed,No,Unknown,Moderate,Hispanic,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
178,Male,40,Married,Yes,HS Grad,Full Time,No,No Preference,Unknown,Pac Islander,$75K-$100K,3,Suburb,Definitely,No,Yes,No,Unknown,Yes,Never,"Yes, < 12 Mo.",Unknown,3,7,0,No
179,Female,35,Married,Yes,HS Grad,Full Time,No,Democrat,Consrv,Hispanic,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Dial-Up,Yes,Never,Never,Unknown,3,3,0,No
180,Male,58,Divorced,No,No HS,Part Time,No,Independent,Moderate,Hispanic,$10K-$20K,2,Large City,Probably,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,1,2,1,Yes
181,Male,73,Married,No,HS Grad,Retired,No,Democrat,Moderate,Hispanic,$30K-$40K,2,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,4,2,Yes
182,Female,48,Separated,No,Some HS,Full Time,No,Independent,Liberal,Hispanic,$20K-$30K,3,Large City,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
183,Male,28,Never Married,No,HS Grad,Part Time,Yes,Independent,Liberal,Hispanic,<$10K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,1,0,No
184,Female,60,Married,No,HS Grad,Full Time,No,Independent,Very Consrv,Hispanic,$75K-$100K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,7,2,Yes
185,Female,35,Married,Yes,HS Grad,Unemployed,No,Refused,Unknown,Pac Islander,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,No,Unknown,Unknown,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,3,2,Yes
186,Male,29,Married,No,HS Grad,Full Time,No,Independent,Moderate,Hispanic,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Cell Phone Only,Unknown,Never,"Yes, > 12 Mo.",Unknown,3,3,0,No
187,Female,16,Never Married,No,Some HS,Unemployed,No,Independent,Consrv,Hispanic,<$10K,2,Suburb,Not Registered,Yes,No,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,2,1,2,Yes
188,Male,37,Married,Yes,HS Grad,Full Time,No,No Preference,Refused,Hispanic,Refused,2,Large City,Definitely,Yes,Yes,Yes,None,Yes,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
189,Female,21,Never Married,No,HS Grad,Unemployed,No,No Preference,Refused,Hispanic,Unknown,4,Small City or Town,Probably,Yes,Yes,Yes,Unknown,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,3,0,2,Yes
190,Female,37,Cohabitating,No,Some HS,Disabled,Yes,Independent,Very Liberal,Pac Islander,<$10K,3,Small City or Town,Probably,No,No,Unknown,Unknown,Unknown,"Yes, < 12 Mo.",Never,Less Often,2,1,2,Yes
191,Male,20,Separated,No,Some HS,Unemployed,Yes,Republican,Very Liberal,Hispanic,$20K-$30K,5,Small City or Town,Probably,Yes,No,No,Unknown,Unknown,Never,Never,Unknown,2,3,0,No
192,Female,44,Married,No,HS Grad,Full Time,No,Democrat,Moderate,Hispanic,$50K-$75K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
193,Male,21,Never Married,No,HS Grad,Full Time,No,Democrat,Consrv,Hispanic,$10K-$20K,3,Large City,Probably,Yes,Yes,No,Unknown,Yes,Never,Never,Unknown,3,2,0,No
194,Male,45,Divorced,No,No HS,Self Employed,Yes,Republican,Very Liberal,Hispanic,$20K-$30K,2,Rural,Probably,Yes,No,No,Unknown,Unknown,"Yes, < 12 Mo.",Never,Less Often,1,3,2,Yes
195,Male,31,Married,Yes,HS Grad,Full Time,No,No Preference,Consrv,Pac Islander,Unknown,4,Large City,Probably,No,Yes,No,Unknown,Yes,Never,Never,Unknown,3,0,0,No
196,Male,31,Married,Yes,Grad School,Full Time,No,Independent,Consrv,Hispanic,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,8,1,Yes
197,Female,17,Never Married,No,Some HS,Part Time,No,Democrat,Moderate,Hispanic,<$10K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Unknown,Never,"Yes, > 12 Mo.",Unknown,2,1,0,No
198,Female,45,Divorced,No,Some College,Full Time,No,Democrat,Liberal,Pac Islander,$40K-$50K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,5,1,Yes
199,Male,18,Never Married,No,Some HS,Unemployed,No,Democrat,Liberal,Hispanic,$100K-$150K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,8,1,Yes
200,Male,37,Married,Yes,HS Grad,Full Time,No,Independent,Liberal,Hispanic,$20K-$30K,2,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
201,Female,40,Cohabitating,Yes,Some HS,Part Time,No,No Preference,Liberal,Hispanic,$10K-$20K,1,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,2,2,2,Yes
202,Female,55,Married,No,Assoc Degree,Full Time,No,Democrat,Moderate,Hispanic,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,7,1,Yes
203,Female,60,Married,No,HS Grad,Disabled,Yes,Democrat,Liberal,Hispanic,$10K-$20K,6,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
204,Male,87,Married,No,Some College,Retired,No,Independent,Consrv,Hispanic,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Semi-Monthly,4,4,2,Yes
205,Male,52,Divorced,No,Assoc Degree,Full Time,No,Unknown,Moderate,Hispanic,$20K-$30K,1,Rural,Definitely,No,No,No,Unknown,Unknown,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,5,3,2,Yes
206,Male,25,Never Married,No,HS Grad,Full Time,No,Independent,Very Liberal,Pac Islander,$40K-$50K,9,Large City,Probably,Yes,Yes,Yes,Dial-Up,Yes,Never,Never,Unknown,3,5,0,No
207,Male,18,Never Married,No,Some HS,Part Time,No,Unknown,Unknown,Hispanic,Unknown,5,Suburb,Definitely,Yes,Yes,Yes,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
208,Female,42,Married,Yes,HS Grad,Part Time,No,Democrat,Moderate,Hispanic,$30K-$40K,3,Large City,Not Registered,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,3,4,2,Yes
209,Male,42,Married,Yes,Assoc Degree,Full Time,No,No Preference,Unknown,Hispanic,$40K-$50K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,5,5,2,Yes
210,Male,19,Separated,No,No HS,Part Time,No,Independent,Liberal,Hispanic,<$10K,3,Large City,Probably,No,Yes,No,Unknown,Refused,Never,Never,Unknown,1,1,0,No
211,Female,21,Never Married,Yes,Some College,Part Time,No,Democrat,Liberal,Hispanic,$30K-$40K,5,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,4,2,Yes
212,Male,38,Married,No,HS Grad,Full Time,No,Independent,Very Liberal,Hispanic,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,3,1,Yes
213,Female,67,Divorced,No,Grad School,Retired,Yes,Democrat,Very Liberal,Hispanic,$30K-$40K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,4,2,Yes
214,Male,50,Married,Yes,No HS,Part Time,No,Democrat,Consrv,Hispanic,$10K-$20K,1,Rural,Probably,No,No,Unknown,Unknown,Yes,Never,Never,Unknown,1,2,0,No
215,Male,29,Never Married,No,Some College,Unemployed,Yes,No Preference,Refused,Hispanic,$30K-$40K,2,Small City or Town,Probably,Yes,No,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.",Never,Monthly,4,4,2,Yes
216,Female,19,Never Married,No,Some College,Part Time,No,Independent,Liberal,Hispanic,$75K-$100K,3,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,7,2,Yes
217,Male,50,Married,Yes,Some HS,Retired,Yes,Democrat,Liberal,Hispanic,$10K-$20K,3,Large City,Probably,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,2,2,1,Yes
218,Female,17,Never Married,No,Some HS,Part Time,No,Democrat,Liberal,Hispanic,$50K-$75K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,2,6,2,Yes
219,Female,32,Separated,Yes,No HS,Full Time,No,Independent,Liberal,Hispanic,<$10K,1,Large City,Probably,No,Yes,Yes,Dial-Up,Unknown,Never,Never,Unknown,1,1,0,No
220,Female,21,Never Married,No,HS Grad,Part Time,No,Independent,Liberal,Hispanic,<$10K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,3,1,2,Yes
221,Male,49,Married,Yes,Bach Degree,Full Time,No,Democrat,Liberal,Hispanic,Unknown,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,6,0,0,No
222,Male,40,Married,Yes,HS Grad,Self Employed,No,Independent,Moderate,Hispanic,$40K-$50K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,3,5,2,Yes
223,Male,40,Married,Yes,Some HS,Full Time,No,Democrat,Consrv,Hispanic,$30K-$40K,2,Large City,Definitely,No,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,2,4,1,Yes
224,Female,38,Married,Yes,Bach Degree,Unemployed,No,Democrat,Liberal,Hispanic,$40K-$50K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,6,5,2,Yes
225,Female,40,Married,No,No HS,Part Time,No,Democrat,Moderate,Hispanic,$10K-$20K,4,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,1,2,1,Yes
226,Male,62,Never Married,No,HS Grad,Retired,Yes,Republican,Consrv,Hispanic,$10K-$20K,1,Small City or Town,Definitely,Yes,No,No,Unknown,No,"Yes, < 12 Mo.",Never,Weekly,3,2,2,Yes
227,Female,24,Never Married,No,HS Grad,Part Time,No,Democrat,Moderate,Pac Islander,Unknown,2,Suburb,Definitely,Yes,Yes,Yes,Unknown,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,3,0,1,Yes
228,Female,57,Never Married,No,Some College,Retired,No,Independent,Consrv,Hispanic,<$10K,1,Suburb,Probably,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,4,1,0,No
229,Female,54,Divorced,No,Assoc Degree,Full Time,No,Republican,Moderate,Hispanic,$75K-$100K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,5,7,2,Yes
230,Female,64,Married,No,HS Grad,Part Time,No,Independent,Unknown,Hispanic,$20K-$30K,2,Large City,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,3,0,No
231,Female,27,Cohabitating,Yes,Assoc Degree,Full Time,No,Democrat,Moderate,Hispanic,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,5,7,2,Yes
232,Male,37,Never Married,No,Unknown,Disabled,No,Unknown,Unknown,Hispanic,Unknown,2,Large City,Probably,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,0,0,1,Yes
233,Male,43,Married,Yes,HS Grad,Full Time,No,No Preference,Unknown,Hispanic,$50K-$75K,4,Suburb,Probably,No,Yes,No,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
234,Male,41,Married,Yes,HS Grad,Part Time,No,Independent,Consrv,Hispanic,$10K-$20K,2,Large City,Probably,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
235,Male,65,Married,No,HS Grad,Retired,No,Democrat,Moderate,Hispanic,$40K-$50K,2,Small City or Town,Definitely,Yes,Yes,Yes,Both,Yes,"Yes, < 12 Mo.",Never,Less Often,3,5,2,Yes
236,Female,67,Married,No,HS Grad,Retired,No,Independent,Liberal,Hispanic,<$10K,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,1,2,Yes
237,Male,52,Married,No,No HS,Full Time,No,Democrat,Moderate,Hispanic,Refused,3,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,No,Never,Never,Unknown,1,0,0,No
238,Male,47,Married,Yes,Some HS,Full Time,No,No Preference,Moderate,Hispanic,$40K-$50K,3,Small City or Town,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,2,5,0,No
239,Male,50,Cohabitating,No,HS Grad,Unemployed,Yes,Democrat,Consrv,Hispanic,$20K-$30K,5,Small City or Town,Probably,No,No,Unknown,Unknown,Yes,Never,Never,Unknown,3,3,0,No
240,Male,34,Married,No,Bach Degree,Part Time,No,Independent,Moderate,Hispanic,$10K-$20K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,2,2,Yes
241,Male,47,Married,Yes,Some College,Full Time,No,Independent,Moderate,Hispanic,$50K-$75K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,4,6,2,Yes
